Record_ID,Date,Buyer_ID,Country,Industry,Avg_Order_Tons,Revenue_Size_USD,Team_Size,Certification,Good_Payment_History,Prompt_Response,Hiring_Growth,Funding_Event,Engagement_Spike,SalesNav_ProfileVisits,DecisionMaker_Change,Intent_Score,Preferred_Channel,Response_Probability,Tariff_News,StockMarket_Shock,War_Event,Natural_Calamity,Currency_Fluctuation
11385,2021-08-26,BUY_97511,Australia,Electronics,5332.0,37643136,6230,,0,0.21,1,Unknown,0,6250,0,0.34,,,0,1,1,0,-0.5
11386,2024-03-26,BUY_28024,USA,Textiles,7405.0,43756632,1689,ISO9001,1,0.13,0,1,1,4321,1,0.16,LinkedIn,,1,0,0,1,0.1
11387,2022-05-01,BUY_82284,Netherlands,Medical Devices,,85778013,2892,ISO9001,1,0.97,0,1,0,14274,1,0.64,WhatsApp,0.87,1,0,1,0,-0.26
11388,2022-09-22,BUY_64443,France,Textiles,4492.0,89039813,5721,ISO9001,0,0.03,1,1,0,19848,1,0.79,WhatsApp,,0,0,1,0,0.35
11389,2022-03-21,BUY_33344,USA,Solar,2145.0,52465009,5498,UL,1,0.57,0,Unknown,1,8924,0,0.71,,,1,0,1,0,-0.28
11390,2024-07-11,BUY_76584,UAE,Chemicals,,13636608,5705,ISO14001,1,0.2,1,0,0,4213,0,0.94,LinkedIn,0.29,1,0,0,1,0.89
11391,2021-11-10,BUY_65254,Netherlands,Electronics,,151450798,4529,,1,0.79,0,1,0,5628,1,0.27,Call,,0,1,1,1,0.59
11392,2024-08-07,BUY_78345,Italy,Machinery,,87145424,4607,ISO9001,1,0.37,1,Unknown,0,9481,1,0.77,Email,,0,0,0,1,-0.32
11393,2023-05-09,BUY_80151,Japan,Machinery,5354.0,162171747,4645,,1,0.51,0,1,0,2554,0,0.66,,0.65,0,0,0,1,-0.76
11394,2023-01-23,BUY_79326,UAE,Textiles,1553.0,164231086,889,,0,0.43,1,Unknown,0,7743,1,0.25,LinkedIn,,1,1,1,1,-0.75
11395,2023-03-15,BUY_61463,USA,Auto Parts,5344.0,119754063,5358,,1,0.85,0,Unknown,1,4996,1,0.57,LinkedIn,0.06,0,0,0,0,-0.64
11396,2022-03-14,BUY_90461,UAE,Pharmaceuticals,3747.0,161685443,4620,,0,0.88,1,1,1,14864,1,0.65,LinkedIn,0.87,0,0,1,0,0.51
11397,2024-07-23,BUY_75035,UK,Pharmaceuticals,7294.0,39398765,3411,,1,0.75,0,0,0,4015,0,0.18,WhatsApp,0.38,1,1,0,1,0.26
11398,2024-07-07,BUY_15998,Australia,Pharmaceuticals,4094.0,171014291,191,FDA,1,0.85,1,Unknown,0,2758,0,0.51,Call,,1,1,0,1,0.4
11399,2021-05-15,BUY_89814,Germany,IT Software,,127633495,4569,ISO27001,0,0.12,0,1,1,11989,0,0.53,WhatsApp,,1,0,0,1,-0.48
11400,2023-01-31,BUY_63855,UK,Engineering,,106794876,1209,ISO9001,1,0.73,0,Unknown,0,17195,0,0.23,LinkedIn,,0,0,0,1,-0.42
11401,2024-09-01,BUY_80022,Canada,Machinery,7293.0,39157164,576,ISO9001,0,0.04,0,1,0,1554,0,0.28,,,0,0,1,1,0.76
11402,2023-02-06,BUY_32440,Japan,Electronics,1893.0,168836844,6471,ISO9001,0,0.4,0,Unknown,1,5348,0,0.23,Email,,1,1,0,1,0.25
11403,2021-03-21,BUY_19493,Netherlands,Auto Parts,,173939138,123,ISO9001,0,0.88,0,0,1,5224,1,0.44,Email,,0,0,0,1,-1.0
11404,2022-02-01,BUY_59604,Germany,Electronics,,163783621,1331,,0,0.88,1,0,0,19708,0,0.69,Call,,1,0,1,0,0.18
11405,2022-12-15,BUY_45836,France,Textiles,,24189010,175,ISO9001,1,0.93,0,Unknown,0,12765,1,0.76,LinkedIn,0.54,1,0,1,1,-0.35
11406,2024-10-26,BUY_50023,UAE,Engineering,5242.0,117106859,1133,ISO14001,0,0.73,0,1,1,2614,1,0.3,Email,,0,0,1,1,-0.97
11407,2021-04-10,BUY_63232,USA,Machinery,4575.0,28553056,5587,ISO9001,0,0.54,0,0,1,14047,1,0.92,Email,,1,1,1,1,0.4
11408,2022-06-26,BUY_15684,Singapore,Medical Devices,4586.0,58394877,1452,ISO9001,1,0.48,1,0,0,15413,0,0.38,Call,0.35,1,0,0,1,-0.81
11409,2021-08-30,BUY_42991,Netherlands,IT Software,6566.0,72518351,4220,,1,0.36,0,Unknown,0,15294,0,0.66,WhatsApp,0.87,1,0,0,0,0.65
11410,2022-10-19,BUY_77128,Canada,Pharmaceuticals,,135514540,1778,,0,0.04,0,0,0,5078,0,0.49,WhatsApp,0.11,0,0,1,0,-0.79
11411,2021-01-09,BUY_41485,Italy,Solar,3341.0,169351860,1288,UL,1,0.2,1,1,0,7616,1,0.46,Email,0.76,1,1,1,0,-0.39
11412,2024-03-02,BUY_67886,USA,IT Software,6440.0,37693518,4652,SOC2,1,0.28,1,Unknown,0,9979,1,0.83,,,1,0,1,1,-0.99
11413,2023-01-07,BUY_82609,Netherlands,Auto Parts,,65574288,2205,ISO9001,0,0.3,0,1,0,15323,1,0.54,,0.33,0,0,1,1,-0.98
11414,2024-02-17,BUY_32893,Canada,Medical Devices,1090.0,70176404,3107,,1,0.27,1,1,0,15958,0,0.72,Call,0.2,0,0,1,0,-0.76
11415,2023-09-18,BUY_51398,Canada,Chemicals,,127225474,816,,1,0.82,1,0,1,11420,0,0.64,LinkedIn,,0,0,1,1,-0.59
11416,2021-08-11,BUY_26730,USA,Chemicals,,22615558,6669,,0,0.18,0,1,0,15454,1,0.66,Email,,1,1,1,0,-0.59
11417,2022-01-19,BUY_21811,France,Auto Parts,6969.0,63601325,6001,ISO9001,0,0.31,0,0,1,7771,0,0.7,,,1,0,0,1,0.01
11418,2025-01-09,BUY_85805,Germany,Pharmaceuticals,37.0,157266424,3345,EU-GMP,0,0.18,1,1,0,458,0,0.17,Call,,0,0,1,1,-0.13
11419,2024-09-01,BUY_96018,Netherlands,Medical Devices,,175112252,1942,,1,0.38,1,1,0,8549,1,0.51,Call,,1,1,0,0,-0.73
11420,2023-11-14,BUY_14767,Germany,Engineering,,121499983,6535,ISO14001,0,0.74,1,0,1,1512,0,0.8,Email,,0,1,0,0,0.87
11421,2021-07-28,BUY_10972,Japan,IT Software,781.0,153416588,6135,SOC2,0,0.33,1,0,0,5866,1,0.66,,,0,1,0,0,0.93
11422,2024-11-01,BUY_40987,UAE,Electronics,,48441929,2014,,1,0.05,1,0,1,6251,0,0.25,Email,0.08,1,0,1,0,0.07
11423,2023-12-26,,Japan,Engineering,5552.0,11989397,2432,ISO14001,1,0.12,1,1,0,13510,1,0.58,WhatsApp,,0,1,0,1,-0.61
11424,2021-05-05,BUY_22783,Australia,Machinery,2074.0,44503358,4219,ISO9001,0,0.21,0,0,0,5543,0,0.06,Email,0.46,0,1,1,0,0.37
11425,2022-11-13,BUY_21659,Italy,Pharmaceuticals,5092.0,53621693,1228,EU-GMP,0,0.11,1,0,1,8512,0,0.53,LinkedIn,,0,1,1,1,0.35
11426,2022-03-08,BUY_14296,Singapore,Medical Devices,5648.0,128685561,3360,,1,0.11,0,Unknown,0,3914,0,0.04,Call,0.75,1,0,1,0,-0.84
11427,2023-03-14,BUY_17742,UK,Medical Devices,,123542704,2262,ISO9001,1,0.0,0,Unknown,0,14241,1,0.77,Email,,0,0,0,1,0.38
11428,2023-04-22,BUY_66601,Japan,Textiles,,173981657,6985,,0,0.98,0,Unknown,0,3614,1,0.84,LinkedIn,,0,0,1,1,-0.82
11429,2024-05-23,BUY_11583,Canada,Pharmaceuticals,6967.0,136944650,3385,,1,0.47,1,1,0,4085,1,0.25,Call,0.77,1,1,0,0,0.56
11430,2023-02-05,BUY_41157,UK,Engineering,,124443712,4640,ISO9001,1,0.25,0,Unknown,1,17533,1,0.97,,0.09,1,0,0,0,0.38
11431,2024-01-28,BUY_14618,Australia,Chemicals,5471.0,114890286,6415,ISO14001,0,0.13,0,0,1,8155,0,0.51,LinkedIn,0.78,0,0,0,1,0.09
11432,2023-02-21,BUY_50565,Germany,Engineering,,46430091,1351,ISO14001,0,0.58,0,1,0,17551,1,0.6,,,0,0,0,0,0.91
11433,2023-04-13,BUY_21395,Germany,Solar,1712.0,171683698,2870,IEC,1,0.56,1,0,0,14685,1,0.28,Email,,0,1,0,1,-0.26
11434,2022-07-23,BUY_74201,France,Textiles,5090.0,115434612,2448,,1,0.43,1,1,0,18240,0,0.58,,0.33,1,1,0,0,0.89
11435,2022-06-25,BUY_30553,USA,Pharmaceuticals,1562.0,179411369,1451,WHO-GMP,1,0.07,1,Unknown,0,15782,0,0.73,Email,0.03,1,1,0,0,0.53
11436,2024-12-14,BUY_48441,UK,Solar,,140918771,1347,,0,0.31,0,Unknown,1,2456,1,0.07,Call,,0,1,0,1,-0.4
11437,2022-06-24,BUY_39747,Australia,Auto Parts,,162640808,2868,ISO9001,0,0.71,1,1,1,2773,0,0.04,LinkedIn,,1,0,1,1,-0.3
11438,2024-07-23,BUY_79722,Japan,Chemicals,4537.0,176872546,2745,REACH,0,0.2,0,Unknown,0,8808,0,0.57,Call,0.61,0,1,1,0,0.26
11439,2021-12-17,BUY_40996,Singapore,Medical Devices,,180302549,3720,ISO9001,1,0.7,0,Unknown,1,587,0,0.39,WhatsApp,,1,1,0,1,0.79
11440,2024-12-12,BUY_40708,USA,IT Software,,196398248,70,ISO27001,0,0.92,1,0,1,3244,1,0.74,Call,,0,1,1,0,0.51
11441,2022-12-25,BUY_39113,Japan,Solar,,100469208,4373,IEC,1,0.82,1,1,1,14945,0,0.69,Call,,0,1,0,1,-0.34
11442,2022-01-14,BUY_94886,France,Pharmaceuticals,,78721077,6891,EU-GMP,1,0.41,0,0,1,6683,0,0.46,WhatsApp,,0,1,1,0,-0.51
11443,2022-09-17,BUY_64230,Germany,Chemicals,,75916936,6148,RoHS,0,0.72,0,1,1,16977,0,0.64,WhatsApp,,0,1,1,0,0.94
11444,2022-02-19,BUY_97234,Australia,Electronics,2045.0,148584270,5717,ISO9001,0,0.52,0,0,1,8811,0,0.57,,0.14,0,0,1,0,0.68
11445,2021-07-26,BUY_90116,Singapore,Solar,,90505659,639,IEC,0,0.8,1,1,0,4335,0,0.32,Call,,1,1,1,0,0.84
11446,2024-06-04,BUY_87486,Italy,IT Software,,13412162,4468,,1,0.19,0,0,1,18388,0,0.48,Email,,0,0,1,1,-0.32
11447,2021-04-28,BUY_16126,UK,Medical Devices,,8034363,480,ISO9001,1,0.71,0,0,1,10635,0,0.46,WhatsApp,,1,1,0,1,0.47
11448,2021-03-04,BUY_51185,Germany,Textiles,,152053701,4098,,0,0.92,1,0,1,16109,1,0.85,Call,,0,0,1,1,0.02
11449,2023-12-08,BUY_33450,UAE,Solar,,46422802,5132,TUV,1,0.65,0,0,1,1259,1,0.53,Email,,0,1,1,0,-0.93
11450,2021-02-09,BUY_58431,USA,Solar,,108838449,6022,IEC,0,0.29,0,Unknown,1,19842,0,0.56,Email,,0,1,0,1,-0.35
11451,2022-01-25,BUY_87924,Germany,Engineering,666.0,51772192,38,,1,0.03,1,0,0,19612,0,0.6,Call,,0,0,0,1,-0.59
11452,2022-10-29,BUY_38131,UK,Chemicals,2057.0,71763497,1101,ISO14001,1,0.53,1,1,1,780,1,0.93,LinkedIn,0.7,0,1,0,1,-0.79
11453,2022-11-16,BUY_53225,USA,Chemicals,2248.0,55083519,3494,,1,0.98,1,0,1,16045,0,0.63,Call,,1,1,1,1,0.01
11454,2021-01-19,BUY_68008,Australia,Auto Parts,,150001227,1607,,0,0.52,1,0,1,19817,0,0.72,Email,,0,0,1,0,0.16
11455,2022-12-08,BUY_17672,Japan,Auto Parts,1238.0,104648689,3393,,1,0.57,0,Unknown,0,9993,1,0.66,Email,0.18,0,0,1,0,-0.74
11456,2022-09-07,BUY_72368,France,Pharmaceuticals,,123126546,6108,EU-GMP,1,0.24,0,1,1,18,0,0.85,Call,,0,0,0,1,0.8
11457,2021-05-07,BUY_10515,Australia,Machinery,,159988218,1460,,1,0.77,0,Unknown,1,19315,1,0.34,Email,,0,0,1,0,-0.7
11458,2024-10-25,BUY_48126,Netherlands,Medical Devices,3407.0,99579473,5857,,1,0.56,0,0,0,14367,1,0.91,WhatsApp,,1,1,0,0,0.14
11459,2022-06-22,BUY_97570,Italy,Electronics,,148615246,6508,,0,0.71,1,1,1,16522,0,0.24,Email,0.01,1,0,0,1,-0.18
11460,2023-11-11,BUY_92016,Australia,Medical Devices,,189624652,3361,,0,0.59,0,Unknown,0,5167,0,0.84,,0.65,0,0,0,0,0.03
11461,2022-08-16,BUY_67885,Japan,Engineering,,82156971,5054,ISO14001,1,0.36,0,Unknown,1,1725,1,0.72,Email,,1,1,0,0,-0.51
11462,2023-07-02,BUY_67360,Italy,Electronics,3924.0,148960913,6070,,1,0.66,0,0,0,9546,0,0.17,,0.7,1,1,0,0,0.1
11463,2022-04-16,BUY_35971,Japan,IT Software,,147503211,6752,,0,0.78,0,0,0,4207,0,0.34,,,0,1,1,0,-0.56
11464,2024-08-28,BUY_86179,Australia,IT Software,,148185120,1947,ISO27001,0,0.9,0,1,0,3472,0,0.55,Call,,0,1,0,0,-0.52
11465,2024-07-13,BUY_55812,UK,Electronics,2390.0,35040604,6525,ISO9001,1,0.84,0,0,1,2986,0,0.1,Call,0.33,0,0,1,0,-0.88
11466,2023-11-20,BUY_78870,Australia,IT Software,,62950499,677,,0,0.15,0,0,0,16623,0,0.27,WhatsApp,,1,0,1,1,-0.93
11467,2024-03-18,BUY_69931,France,Electronics,7634.0,88382362,1924,ISO9001,0,0.26,1,0,0,7148,1,0.1,WhatsApp,,0,0,0,1,-0.7
11468,2023-02-08,BUY_68196,USA,Chemicals,,156057891,5833,,0,0.26,1,0,1,12810,1,0.39,,,0,0,0,0,-0.15
11469,2024-12-11,BUY_13633,Australia,IT Software,,39298648,3765,SOC2,0,0.64,1,0,0,6130,0,0.87,Email,0.3,0,0,1,0,0.81
11470,2021-08-22,BUY_38970,Australia,Chemicals,6844.0,45084966,4882,RoHS,0,0.57,0,Unknown,1,19912,0,0.47,,0.52,0,0,1,0,-0.59
11471,2021-02-19,BUY_40224,Netherlands,IT Software,,47643353,430,ISO27001,1,0.87,1,1,0,3241,1,0.98,LinkedIn,,1,0,1,1,0.29
11472,2023-03-30,BUY_48813,Singapore,Medical Devices,,169317394,1442,,1,0.21,1,Unknown,1,13364,1,0.62,LinkedIn,,0,0,1,0,0.61
11473,2024-06-23,BUY_40426,USA,IT Software,2923.0,131483389,3641,,0,0.22,1,Unknown,0,15457,1,0.99,WhatsApp,0.04,0,0,0,1,-0.23
11474,2021-08-03,BUY_97195,Australia,Chemicals,,176077967,5981,REACH,0,0.9,1,1,0,3144,1,0.77,Email,,0,1,1,1,-0.54
11475,2021-12-10,BUY_61205,UK,Electronics,,190497490,4784,ISO9001,0,0.83,0,0,0,14570,1,0.91,Call,,1,0,0,0,-0.52
11476,2022-04-25,BUY_48340,Germany,Chemicals,2131.0,1102643,84,,1,0.15,0,Unknown,0,12701,0,0.73,WhatsApp,0.89,1,0,0,1,0.44
11477,2021-09-18,BUY_36952,Netherlands,Engineering,1679.0,184105080,3908,ISO9001,1,0.32,1,Unknown,0,11753,0,0.56,Email,,1,0,0,1,-0.87
11478,2021-12-14,BUY_87252,USA,Machinery,,66552831,1406,ISO9001,1,0.99,1,Unknown,0,7167,0,0.72,,,1,1,1,0,0.66
11479,2022-07-01,BUY_55312,Germany,IT Software,5997.0,61692424,5248,ISO27001,1,0.96,0,1,0,5938,0,0.1,LinkedIn,,0,0,0,1,0.98
11480,2024-01-08,BUY_50734,Australia,Machinery,,127641912,4529,,0,0.04,0,Unknown,0,10927,1,0.71,Call,,1,0,0,1,-0.67
11481,2021-10-22,BUY_50823,France,IT Software,7728.0,23775495,6787,ISO27001,0,0.37,0,0,0,18287,1,0.91,Email,,0,0,1,1,0.3
11482,2024-07-02,BUY_60905,Italy,Machinery,,122451689,2987,ISO9001,1,0.95,0,1,1,12956,0,0.21,WhatsApp,,0,1,0,1,-0.11
11483,2021-04-28,BUY_15003,USA,Solar,716.0,75669731,2457,,0,0.51,1,0,0,18829,0,0.38,,,0,1,1,0,0.93
11484,2024-05-19,BUY_36166,Canada,Chemicals,2634.0,53042887,3802,RoHS,0,0.5,1,0,0,17408,0,0.92,WhatsApp,,0,0,1,1,-0.09
11485,2022-03-08,BUY_60972,Singapore,Pharmaceuticals,4941.0,143403520,5067,,0,0.02,1,1,0,16285,1,0.44,Email,,1,1,1,0,0.61
11486,2024-11-12,BUY_28970,Japan,Chemicals,,5430121,5478,,1,0.39,0,1,0,15809,1,0.39,,0.7,0,0,1,1,0.93
11487,2021-12-18,BUY_11202,Japan,Solar,,108040841,4223,IEC,1,0.68,1,1,0,8513,1,0.33,LinkedIn,,0,0,0,0,0.36
11488,2021-10-12,BUY_14277,USA,Solar,3832.0,42796019,36,IEC,1,0.0,1,0,0,4818,1,0.74,,,0,1,1,1,0.93
11489,2024-09-09,BUY_92931,France,Pharmaceuticals,,142900728,2866,FDA,1,0.57,1,Unknown,0,5220,0,0.37,WhatsApp,,1,0,1,1,0.8
11490,2023-05-07,BUY_87874,Germany,Solar,2438.0,85507649,5389,TUV,0,0.1,0,0,1,2900,1,0.12,WhatsApp,,1,1,1,0,0.62
11491,2022-05-11,BUY_58655,USA,Electronics,1182.0,157999502,1175,ISO9001,0,0.02,1,1,0,9130,0,0.06,,,0,1,1,0,0.56
11492,2023-12-17,BUY_31082,UAE,Textiles,,25943268,2882,ISO9001,0,0.68,1,Unknown,1,3682,0,0.81,Email,0.07,0,1,0,1,0.11
11493,2024-11-19,BUY_57344,Germany,Textiles,,154284920,200,ISO9001,0,0.0,1,0,0,19073,0,0.63,,,0,1,0,1,1.0
11494,2024-08-17,,Australia,Electronics,7099.0,176881462,3949,,0,0.56,1,0,0,11699,1,0.05,,0.68,0,0,0,0,0.63
11495,2025-01-09,BUY_17673,Germany,Engineering,,110003181,3171,ISO9001,0,0.98,0,1,0,10729,1,0.16,WhatsApp,,1,0,1,0,0.92
11496,2022-11-06,,Singapore,Textiles,,71558579,5512,ISO9001,0,0.68,1,Unknown,1,11385,1,0.41,WhatsApp,0.41,0,0,1,1,-0.12
11497,2022-08-25,BUY_35612,UK,Medical Devices,4296.0,157682801,5191,ISO9001,0,0.73,1,1,1,13569,1,0.2,,,1,0,0,0,-0.54
11498,2021-08-16,BUY_89208,Germany,Pharmaceuticals,3554.0,108994387,4478,EU-GMP,0,0.01,0,Unknown,1,4698,1,0.65,Email,0.47,0,0,1,1,0.34
11499,2022-01-03,BUY_21719,UAE,Electronics,,168729116,2633,ISO9001,1,0.83,0,Unknown,1,12265,1,0.92,WhatsApp,,0,1,0,1,0.73
11500,2023-09-20,BUY_83020,Italy,Machinery,5208.0,57928232,3561,ISO9001,0,0.33,0,0,0,16269,0,0.38,LinkedIn,,0,1,0,0,0.48
11501,2024-05-02,BUY_65995,Japan,Chemicals,,62709788,1763,ISO14001,0,0.93,1,1,1,12375,1,0.45,WhatsApp,,0,0,1,0,0.32
11502,2022-04-20,BUY_19207,Japan,Engineering,6256.0,138016672,2756,ISO9001,0,0.89,0,1,0,2618,0,0.04,Email,,1,1,1,0,-0.17
11503,2024-03-05,BUY_16433,UK,Pharmaceuticals,,137210279,4254,WHO-GMP,0,0.53,1,1,0,1515,0,0.93,Email,,0,1,1,0,0.73
11504,2021-05-27,,UAE,Chemicals,,17175027,5839,RoHS,0,0.17,1,Unknown,0,4624,0,0.31,Call,0.18,0,0,1,1,0.18
11505,2024-05-22,BUY_30241,Netherlands,Electronics,,152987200,2901,,1,0.72,0,Unknown,1,3901,1,0.91,WhatsApp,,0,0,0,0,0.26
11506,2024-11-25,,Italy,Engineering,,41296108,5496,ISO9001,1,0.09,1,0,1,17187,0,0.74,LinkedIn,0.19,0,0,1,0,0.83
11507,2023-12-08,BUY_23292,Italy,Engineering,1017.0,179974286,2444,ISO9001,0,0.72,0,Unknown,0,9096,0,0.8,Call,0.45,1,0,0,1,-0.93
11508,2022-12-01,BUY_38015,USA,IT Software,1951.0,39317724,5645,GDPR,1,0.61,0,0,1,3875,1,0.39,LinkedIn,0.48,0,1,1,0,0.06
11509,2022-06-22,BUY_25935,Singapore,Solar,,156096532,6904,TUV,0,0.75,0,Unknown,1,12335,0,0.75,Call,,1,1,0,1,-0.39
11510,2024-01-25,BUY_94069,Singapore,Solar,,185853228,2365,TUV,1,0.46,0,1,0,11649,1,0.5,LinkedIn,,1,1,1,0,-0.03
11511,2024-10-02,BUY_33478,Canada,Engineering,7586.0,95370516,3161,,0,0.23,0,Unknown,0,13218,0,0.71,LinkedIn,,0,1,1,1,-0.93
11512,2024-07-06,BUY_86151,Canada,Engineering,24.0,107450806,6041,CE,1,0.12,1,1,0,12047,1,0.86,WhatsApp,0.43,1,0,0,1,-0.79
11513,2024-06-11,BUY_48519,Japan,Auto Parts,1401.0,98882369,6560,ISO9001,0,0.85,0,Unknown,1,16417,1,0.11,WhatsApp,,1,1,0,1,0.05
11514,2023-10-08,BUY_52226,Singapore,Solar,,173191017,4598,UL,1,0.2,1,0,1,616,0,0.47,,,0,0,0,0,0.58
11515,2023-09-11,BUY_19429,Netherlands,Machinery,,70572106,2874,,0,0.25,1,1,1,16538,1,0.82,WhatsApp,,0,0,1,0,0.51
11516,2023-03-12,BUY_23614,Netherlands,Chemicals,1444.0,143091433,6642,RoHS,1,0.03,0,1,0,16093,0,0.27,LinkedIn,0.54,1,0,1,0,-0.65
11517,2024-07-28,BUY_31641,Australia,Textiles,6207.0,110701875,2739,ISO9001,0,0.64,0,0,0,6497,1,0.58,Email,,1,0,0,1,0.59
11518,2023-01-07,BUY_19304,France,Chemicals,871.0,9515513,5686,,1,0.67,1,0,1,15454,0,0.26,LinkedIn,0.43,1,1,1,1,-0.93
11519,2024-07-21,BUY_22945,UAE,Chemicals,7319.0,1400166,2600,RoHS,0,0.86,1,Unknown,1,9108,0,0.23,,0.03,1,1,0,0,0.95
11520,2024-03-03,BUY_62084,Australia,Electronics,,96804149,5484,,0,0.44,1,0,0,18166,1,0.37,Email,,0,0,1,1,0.36
11521,2023-02-09,BUY_31148,Italy,IT Software,5576.0,75923573,2952,,0,0.41,1,1,0,5403,0,0.8,Call,,0,1,1,0,-0.48
11522,2023-03-23,BUY_76141,Canada,Medical Devices,,183275626,179,,0,0.06,1,1,0,18730,1,0.31,Call,0.08,1,1,0,1,0.85
11523,2021-05-21,BUY_32165,France,Machinery,6109.0,77109667,3450,ISO9001,1,0.6,1,1,0,15986,0,0.32,Email,0.78,0,0,0,1,-0.58
11524,2023-01-01,BUY_40216,France,Pharmaceuticals,,150732980,466,WHO-GMP,1,0.98,0,1,0,1205,0,0.11,LinkedIn,,0,1,0,1,-0.25
11525,2023-02-05,BUY_79839,Netherlands,Machinery,6010.0,146705591,5524,ISO9001,0,0.12,1,0,1,18891,0,0.8,LinkedIn,,0,0,0,1,-0.78
11526,2021-12-28,BUY_86438,USA,Textiles,7385.0,179225481,6083,ISO9001,0,0.49,0,Unknown,0,19208,1,0.65,LinkedIn,,0,1,1,0,-0.7
11527,2024-02-15,BUY_97816,France,Textiles,4051.0,178262944,6464,,1,0.02,1,1,1,11533,1,0.02,Call,,1,1,1,1,-0.94
11528,2021-09-25,BUY_31676,Germany,IT Software,7546.0,103541166,2966,ISO27001,0,0.79,1,Unknown,0,2602,1,0.2,,0.06,0,0,0,1,0.68
11529,2024-09-28,BUY_35258,Italy,Electronics,,101512860,685,ISO9001,1,0.48,1,1,1,9382,0,0.16,LinkedIn,,0,0,0,1,-0.46
11530,2024-10-16,BUY_30137,Australia,Textiles,,6679843,4351,ISO9001,0,0.07,0,0,0,16595,1,0.64,WhatsApp,0.3,1,0,0,0,0.75
11531,2022-05-04,BUY_58204,UAE,Pharmaceuticals,1262.0,121482750,416,,0,0.17,0,0,1,6812,0,0.82,Call,,1,1,1,0,-0.6
11532,2021-10-08,BUY_95026,UAE,Pharmaceuticals,,192499386,2496,,1,0.52,1,0,0,13926,0,0.83,WhatsApp,,0,1,0,0,0.82
11533,2024-06-27,BUY_89267,Germany,Auto Parts,5354.0,194241702,1367,ISO9001,1,0.47,1,1,0,16159,1,0.32,LinkedIn,0.24,0,1,0,1,-0.7
11534,2023-06-08,BUY_50918,Japan,Electronics,3822.0,35439101,1775,,0,0.26,1,Unknown,0,13456,0,0.77,LinkedIn,,0,0,1,0,0.41
11535,2024-09-13,BUY_28751,Singapore,Electronics,3394.0,48160062,2054,ISO9001,0,0.2,0,0,1,9241,1,0.29,Call,,1,0,1,0,0.09
11536,2022-07-25,BUY_57475,UK,Electronics,7957.0,124273583,2682,ISO9001,0,0.01,1,1,0,15074,1,0.96,Call,,1,0,0,0,0.67
11537,2021-06-04,BUY_32286,France,Pharmaceuticals,3761.0,135512903,4792,FDA,0,0.37,0,0,1,14192,0,0.76,LinkedIn,,0,1,0,1,0.29
11538,2021-10-22,BUY_59078,Netherlands,Chemicals,,108048294,5296,REACH,0,0.05,1,Unknown,0,15570,0,0.68,,,0,0,0,0,0.38
11539,2022-05-28,BUY_86447,Italy,Medical Devices,5298.0,70792723,6626,,0,0.65,1,0,1,15955,1,0.69,WhatsApp,,1,1,1,1,0.79
11540,2021-07-25,BUY_96898,UAE,Chemicals,7886.0,63387450,5409,RoHS,1,0.04,1,0,1,3576,1,0.16,,,1,1,1,0,-1.0
11541,2024-02-20,BUY_38743,UK,Chemicals,591.0,98763409,4137,ISO14001,1,0.19,0,1,1,7603,0,0.41,LinkedIn,0.36,1,0,1,1,-0.8
11542,2021-04-07,BUY_43866,UAE,Textiles,,50847614,1455,,1,0.33,0,Unknown,0,16713,1,0.22,Email,0.53,0,1,1,1,0.11
11543,2022-12-11,BUY_90967,Germany,IT Software,,108360512,5072,SOC2,0,0.98,1,Unknown,0,19080,1,0.65,LinkedIn,,1,1,0,0,-0.04
11544,2023-06-25,BUY_42855,UK,Auto Parts,,122957325,1979,ISO9001,1,0.82,0,Unknown,1,13310,0,0.8,Email,,1,1,0,1,0.9
11545,2021-07-07,BUY_15245,USA,Auto Parts,,72044945,6598,ISO9001,0,0.24,1,Unknown,0,9619,0,0.43,LinkedIn,0.08,0,1,0,0,0.93
11546,2023-03-04,BUY_71272,Australia,Electronics,4211.0,108565831,539,ISO9001,0,0.18,1,1,1,3238,1,0.55,,,1,0,0,1,-0.15
11547,2024-04-05,BUY_98902,UAE,Pharmaceuticals,,104346755,6579,,0,0.48,0,1,1,767,0,0.1,WhatsApp,,0,0,0,1,0.26
11548,2021-02-03,BUY_63125,Netherlands,Auto Parts,,91975049,3800,ISO9001,1,0.88,0,1,1,17735,0,0.62,WhatsApp,,0,0,0,1,0.14
11549,2024-07-29,BUY_62526,France,Chemicals,5881.0,23889439,3688,RoHS,0,0.99,1,1,0,17935,0,0.65,WhatsApp,0.08,1,0,1,1,-0.67
11550,2023-02-26,BUY_16879,Australia,Auto Parts,,160177489,6720,,0,0.27,1,Unknown,1,5239,1,0.06,Call,0.31,1,0,1,1,0.83
11551,2024-07-03,BUY_29403,Australia,Engineering,,33560142,2830,ISO9001,1,0.2,0,1,0,8697,0,0.23,Call,0.06,0,1,1,1,-0.04
11552,2023-06-15,,UK,Textiles,6917.0,137687587,633,,1,0.59,1,Unknown,1,11888,1,0.55,WhatsApp,,1,0,0,1,-0.23
11553,2023-10-16,,Japan,Engineering,,83136293,6038,,1,0.48,1,1,0,3915,1,0.49,,0.09,0,0,0,0,-0.44
11554,2022-10-02,BUY_12527,Germany,Textiles,4798.0,141155263,687,ISO9001,0,0.32,1,0,0,5408,0,0.2,Email,,0,0,1,0,-0.3
